timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,timestamp_sec
1092750390183350.0,3.709632,-0.104148,-0.349493,0.470183,-0.000942,-0.530441,-0.705379,1092750.0
1092750423512100.0,3.71044,-0.104237,-0.349666,0.469586,-0.002124,-0.52853,-0.707206,1092750.0
1092750456818471.0,3.711042,-0.104714,-0.34803,0.470377,-0.002367,-0.52647,-0.708215,1092750.0
1092750490147221.0,3.711509,-0.104598,-0.348099,0.471119,-0.002879,-0.524998,-0.708812,1092750.0
1092750523475971.0,3.712195,-0.10442,-0.348311,0.470515,-0.003875,-0.523699,-0.710169,1092750.0
1092750556811777.0,3.712626,-0.104478,-0.347996,0.469689,-0.004614,-0.521967,-0.711984,1092750.0
1092750590140527.0,3.713289,-0.104586,-0.348164,0.469085,-0.004746,-0.520859,-0.713192,1092750.0
1092750623469277.0,3.714003,-0.104853,-0.348403,0.468352,-0.004915,-0.519939,-0.714343,1092750.0
1092750656798198.0,3.714473,-0.105259,-0.347958,0.467642,-0.005282,-0.518726,-0.715686,1092750.0
1092750690126948.0,3.715401,-0.105616,-0.348319,0.466767,-0.005202,-0.518337,-0.716539,1092750.0
1092750723455698.0,3.716492,-0.105953,-0.34871,0.465785,-0.00521,-0.517972,-0.717442,1092750.0
1092750756775288.0,3.717448,-0.10649,-0.348345,0.46444,-0.005515,-0.517625,-0.71856,1092750.0
1092750790104038.0,3.718771,-0.107021,-0.348823,0.463483,-0.005708,-0.517511,-0.719259,1092750.0
1092750823432788.0,3.720292,-0.107744,-0.349312,0.462638,-0.005405,-0.517605,-0.719737,1092750.0
1092750856626507.0,3.722083,-0.108019,-0.348476,0.461279,-0.005149,-0.517517,-0.720674,1092750.0
1092750889955257.0,3.724345,-0.108712,-0.348956,0.459572,-0.004906,-0.517717,-0.721622,1092750.0
1092750923284007.0,3.726825,-0.109394,-0.349321,0.458278,-0.004173,-0.51822,-0.722088,1092750.0
1092750956551594.0,3.729507,-0.109612,-0.348155,0.457649,-0.003586,-0.518397,-0.722363,1092750.0
1092750989880344.0,3.732367,-0.110152,-0.348231,0.457088,-0.003048,-0.518157,-0.722893,1092750.0
1092751023209094.0,3.735435,-0.110539,-0.348238,0.4568,-0.00273,-0.517992,-0.723195,1092751.0
1092751056616800.0,3.738554,-0.110208,-0.347216,0.457086,-0.002646,-0.518232,-0.722842,1092751.0
1092751089945550.0,3.741766,-0.110234,-0.346929,0.457556,-0.002422,-0.51838,-0.722439,1092751.0
1092751123274300.0,3.744958,-0.110225,-0.346519,0.457684,-0.002407,-0.519215,-0.721759,1092751.0
1092751156675854.0,3.747862,-0.109704,-0.34558,0.458191,-0.002272,-0.519538,-0.721204,1092751.0
1092751190004604.0,3.750542,-0.110267,-0.344724,0.458876,-0.000779,-0.519736,-0.72063,1092751.0
1092751223333354.0,3.753049,-0.111109,-0.343821,0.459311,0.001239,-0.519552,-0.720484,1092751.0
1092751256780702.0,3.755493,-0.111615,-0.34281,0.45889,0.002996,-0.519643,-0.720682,1092751.0
1092751290109452.0,3.757857,-0.112513,-0.342158,0.457834,0.004864,-0.520414,-0.720786,1092751.0
1092751323438202.0,3.759936,-0.11359,-0.341422,0.457309,0.007014,-0.520604,-0.720965,1092751.0
1092751356739545.0,3.762354,-0.114086,-0.340831,0.456691,0.009661,-0.520474,-0.72142,1092751.0
1092751390068295.0,3.764188,-0.115237,-0.340233,0.456023,0.011786,-0.520161,-0.722036,1092751.0
1092751423397045.0,3.765892,-0.116172,-0.339738,0.45539,0.013184,-0.520591,-0.722102,1092751.0
1092751456750512.0,3.767915,-0.116217,-0.339257,0.454449,0.013758,-0.521245,-0.722213,1092751.0
1092751490079262.0,3.769171,-0.116894,-0.338659,0.454404,0.014113,-0.521224,-0.722249,1092751.0
1092751523408012.0,3.770066,-0.117564,-0.337949,0.455282,0.015264,-0.521045,-0.721802,1092751.0
1092751556729615.0,3.770834,-0.117893,-0.33713,0.456137,0.016538,-0.520541,-0.721597,1092751.0
1092751590058365.0,3.771665,-0.118315,-0.336675,0.456462,0.017363,-0.520111,-0.721682,1092751.0
1092751623387115.0,3.772572,-0.118573,-0.336386,0.456332,0.017731,-0.519682,-0.722065,1092751.0
1092751656723026.0,3.774019,-0.117706,-0.336075,0.456002,0.017567,-0.519766,-0.722216,1092751.0
1092751690051776.0,3.774751,-0.117614,-0.335732,0.456438,0.017193,-0.519006,-0.722497,1092751.0
1092751723380526.0,3.775345,-0.11738,-0.335313,0.457654,0.01686,-0.518364,-0.722196,1092751.0
1092751756719603.0,3.77598,-0.11697,-0.334907,0.458756,0.016326,-0.51767,-0.722007,1092751.0
1092751790048353.0,3.776842,-0.116586,-0.334562,0.459899,0.015653,-0.516574,-0.72208,1092751.0
1092751823377103.0,3.777849,-0.116145,-0.334239,0.461449,0.015428,-0.515767,-0.721672,1092751.0
1092751856718251.0,3.779061,-0.115452,-0.333854,0.462497,0.015069,-0.515217,-0.721402,1092751.0
1092751890047001.0,3.780721,-0.114754,-0.333746,0.463301,0.014231,-0.514674,-0.72129,1092751.0
1092751923375751.0,3.782561,-0.113954,-0.3336,0.464593,0.013769,-0.514316,-0.720723,1092751.0
1092751956740594.0,3.784975,-0.113071,-0.333671,0.465964,0.01378,-0.513936,-0.720109,1092751.0
1092751990069344.0,3.78739,-0.112035,-0.333469,0.466828,0.013998,-0.513759,-0.719672,1092751.0
1092752023398094.0,3.790148,-0.110636,-0.333401,0.466826,0.013316,-0.513942,-0.719555,1092752.0
1092752056739526.0,3.7929,-0.108723,-0.333702,0.467024,0.011822,-0.51358,-0.719711,1092752.0
1092752090068276.0,3.795668,-0.106746,-0.333696,0.468433,0.011716,-0.513383,-0.718938,1092752.0
1092752123397026.0,3.798717,-0.104349,-0.333747,0.469453,0.011752,-0.513152,-0.718436,1092752.0
1092752156750121.0,3.802028,-0.101165,-0.334287,0.469812,0.010289,-0.51269,-0.718554,1092752.0
1092752190078871.0,3.80574,-0.097133,-0.334809,0.47009,0.008518,-0.513618,-0.717732,1092752.0
1092752223407621.0,3.80988,-0.092452,-0.335457,0.469809,0.006396,-0.515334,-0.716707,1092752.0
1092752256783360.0,3.813907,-0.087104,-0.336141,0.469616,0.003802,-0.515892,-0.716451,1092752.0
1092752290112110.0,3.818624,-0.081367,-0.336771,0.469933,0.002175,-0.517141,-0.715348,1092752.0
1092752323440860.0,3.823616,-0.075155,-0.337391,0.47043,0.001053,-0.518712,-0.713885,1092752.0
1092752356805326.0,3.828401,-0.068678,-0.337348,0.47091,0.000531,-0.51933,-0.71312,1092752.0
1092752390134076.0,3.834199,-0.061809,-0.337612,0.470985,0.000797,-0.519682,-0.712813,1092752.0
1092752423462826.0,3.840408,-0.054453,-0.337759,0.47084,0.001827,-0.520333,-0.712432,1092752.0
1092752456793423.0,3.846642,-0.046766,-0.337222,0.471113,0.003288,-0.520957,-0.71179,1092752.0
1092752490122173.0,3.853535,-0.03809,-0.337225,0.471527,0.004542,-0.521007,-0.711472,1092752.0
1092752523450923.0,3.860838,-0.02855,-0.337208,0.472173,0.006304,-0.520963,-0.711062,1092752.0
1092752556818863.0,3.868205,-0.018692,-0.336282,0.472387,0.008065,-0.522123,-0.710052,1092752.0
1092752590147613.0,3.87647,-0.007228,-0.336427,0.471933,0.008504,-0.522965,-0.709728,1092752.0
1092752623476363.0,3.885214,0.004986,-0.336371,0.470915,0.009088,-0.524116,-0.709549,1092752.0
1092752656807908.0,3.894391,0.017549,-0.335671,0.469575,0.01105,-0.525709,-0.70923,1092752.0
1092752690136658.0,3.903873,0.030411,-0.334536,0.46871,0.013348,-0.525435,-0.709965,1092752.0
1092752723465408.0,3.913661,0.043421,-0.333189,0.46786,0.016096,-0.523963,-0.711555,1092752.0
1092752756894796.0,3.923302,0.056695,-0.331684,0.466976,0.019139,-0.523541,-0.712371,1092752.0
1092752790223546.0,3.933237,0.070125,-0.330846,0.466501,0.021857,-0.523178,-0.71287,1092752.0
1092752823552296.0,3.942832,0.083277,-0.330168,0.467378,0.025544,-0.521546,-0.713369,1092752.0
1092752856932547.0,3.952772,0.09623,-0.329727,0.468064,0.02954,-0.521106,-0.713086,1092752.0
1092752890261297.0,3.962846,0.109511,-0.329915,0.466312,0.030651,-0.521966,-0.713558,1092752.0
1092752923590047.0,3.972887,0.122362,-0.33037,0.46461,0.030784,-0.522374,-0.714364,1092752.0
1092752956860712.0,3.982576,0.134905,-0.330131,0.463419,0.032696,-0.523511,-0.71422,1092752.0
1092752990189462.0,3.992707,0.146924,-0.331019,0.461021,0.03311,-0.524829,-0.714785,1092752.0
1092753023518212.0,4.002784,0.158826,-0.332137,0.458585,0.03232,-0.526651,-0.715048,1092753.0
1092753056807745.0,4.012444,0.1702,-0.332108,0.457312,0.031584,-0.528432,-0.714583,1092753.0
1092753090136495.0,4.022397,0.181757,-0.333154,0.455919,0.029638,-0.528958,-0.715166,1092753.0
1092753123465245.0,4.032514,0.193426,-0.334318,0.455002,0.027212,-0.529653,-0.715333,1092753.0
1092753156740286.0,4.042864,0.205541,-0.334587,0.455375,0.025226,-0.530129,-0.714815,1092753.0
1092753190069036.0,4.053726,0.217417,-0.335933,0.455689,0.023241,-0.530552,-0.714368,1092753.0
1092753223397786.0,4.065266,0.22934,-0.337496,0.455636,0.020667,-0.531131,-0.71405,1092753.0
1092753256658417.0,4.077627,0.241554,-0.337782,0.456255,0.018049,-0.530771,-0.713994,1092753.0
1092753289987167.0,4.090361,0.253497,-0.339289,0.457424,0.015779,-0.529335,-0.714366,1092753.0
1092753323315917.0,4.103794,0.265586,-0.340807,0.459042,0.014229,-0.527515,-0.714707,1092753.0
1092753356560431.0,4.117824,0.277754,-0.341774,0.460887,0.013224,-0.525869,-0.714752,1092753.0
1092753389889181.0,4.132888,0.290312,-0.343411,0.462521,0.011053,-0.523645,-0.715366,1092753.0
1092753423217931.0,4.148693,0.30315,-0.345049,0.463963,0.008386,-0.522423,-0.715362,1092753.0
1092753456568013.0,4.165129,0.316195,-0.345404,0.466019,0.006123,-0.522031,-0.714334,1092753.0
1092753489896763.0,4.182028,0.329032,-0.346147,0.469073,0.003231,-0.52033,-0.713594,1092753.0
1092753523225513.0,4.199532,0.341906,-0.346124,0.472285,0.000297,-0.517488,-0.713549,1092753.0
1092753556624520.0,4.217804,0.355322,-0.344696,0.473911,-0.002309,-0.517724,-0.712296,1092753.0
1092753589953270.0,4.236093,0.36886,-0.343334,0.475056,-0.006186,-0.518861,-0.710681,1092753.0
1092753623282020.0,4.254561,0.381633,-0.341308,0.475992,-0.008403,-0.517332,-0.711146,1092753.0
1092753656578803.0,4.273034,0.393314,-0.338987,0.476144,-0.007845,-0.514275,-0.713265,1092753.0
1092753689907553.0,4.291606,0.405374,-0.337008,0.475838,-0.006568,-0.511597,-0.715405,1092753.0
1092753723236303.0,4.309961,0.417714,-0.335721,0.474946,-0.004875,-0.510847,-0.716545,1092753.0
1092753756758086.0,4.327868,0.430658,-0.334024,0.47385,-0.004118,-0.511429,-0.716861,1092753.0
1092753790086836.0,4.34522,0.444155,-0.334091,0.473417,-0.003957,-0.51376,-0.71548,1092753.0
1092753823415586.0,4.362094,0.457945,-0.334552,0.472844,-0.003838,-0.517121,-0.713436,1092753.0
1092753856723562.0,4.377987,0.470918,-0.334186,0.471581,-0.004103,-0.519003,-0.712903,1092753.0
1092753890052312.0,4.393888,0.484763,-0.335146,0.470806,-0.004731,-0.519201,-0.713267,1092753.0
1092753923381062.0,4.409401,0.499387,-0.336559,0.470122,-0.005197,-0.521058,-0.71236,1092753.0
1092753956836494.0,4.423887,0.51358,-0.338156,0.469581,-0.006581,-0.523648,-0.710805,1092753.0
1092753990165244.0,4.438895,0.529505,-0.340321,0.470118,-0.008005,-0.524611,-0.709724,1092753.0
1092754023493994.0,4.454133,0.546085,-0.342548,0.47039,-0.008172,-0.525195,-0.70911,1092754.0
1092754056900010.0,4.469676,0.562702,-0.343135,0.469654,-0.007435,-0.52681,-0.708408,1092754.0
1092754090228760.0,4.485461,0.580391,-0.344838,0.469149,-0.006194,-0.527924,-0.707925,1092754.0
1092754123557510.0,4.501323,0.598065,-0.345864,0.469148,-0.003668,-0.52734,-0.708378,1092754.0
1092754156896431.0,4.518829,0.61678,-0.346397,0.468842,-2.8e-05,-0.526431,-0.709266,1092754.0
1092754190225181.0,4.535376,0.635224,-0.346468,0.468405,0.003263,-0.525825,-0.709996,1092754.0
1092754223553931.0,4.552476,0.654406,-0.345956,0.466309,0.006066,-0.526248,-0.711043,1092754.0
1092754256846182.0,4.569685,0.673768,-0.345453,0.462391,0.008275,-0.52768,-0.712517,1092754.0
1092754290174932.0,4.587415,0.692722,-0.343639,0.458564,0.010315,-0.528336,-0.714475,1092754.0
1092754323503682.0,4.605088,0.710797,-0.341399,0.455323,0.01309,-0.527098,-0.71741,1092754.0
1092754356711102.0,4.622439,0.728049,-0.339443,0.452592,0.017997,-0.528045,-0.718334,1092754.0
1092754390039852.0,4.639857,0.745102,-0.33733,0.450406,0.022297,-0.529605,-0.71844,1092754.0
1092754423368602.0,4.657193,0.761711,-0.335713,0.448574,0.025195,-0.531341,-0.718209,1092754.0
1092754456668130.0,4.674245,0.777797,-0.335104,0.445998,0.027655,-0.535415,-0.716695,1092754.0
1092754489996880.0,4.691303,0.793712,-0.334517,0.443629,0.029038,-0.539121,-0.715331,1092754.0
1092754523325630.0,4.70809,0.809335,-0.334202,0.44234,0.02974,-0.540749,-0.714872,1092754.0
1092754556555500.0,4.72726,0.827822,-0.334572,0.441663,0.03081,-0.542161,-0.714175,1092754.0
1092754589884250.0,4.744617,0.843603,-0.33545,0.441084,0.031941,-0.544129,-0.712986,1092754.0
1092754623213000.0,4.762844,0.859369,-0.337182,0.438666,0.031481,-0.545972,-0.713089,1092754.0
1092754656640808.0,4.782683,0.876064,-0.339792,0.43616,0.03005,-0.547369,-0.713616,1092754.0
1092754689969558.0,4.801837,0.89166,-0.341939,0.435554,0.030018,-0.548229,-0.713328,1092754.0
1092754723298308.0,4.821714,0.907249,-0.344131,0.435155,0.029714,-0.548473,-0.713396,1092754.0
1092754756634909.0,4.843525,0.923751,-0.347764,0.434319,0.028788,-0.547936,-0.714356,1092754.0
1092754789963659.0,4.864631,0.939569,-0.349567,0.43452,0.029258,-0.549169,-0.713266,1092754.0
1092754823292409.0,4.885886,0.955212,-0.35063,0.43615,0.029872,-0.549776,-0.711777,1092754.0
1092754856689775.0,4.907054,0.970146,-0.351645,0.43817,0.030095,-0.548533,-0.711487,1092754.0
1092754890018525.0,4.928973,0.985681,-0.351009,0.439179,0.030351,-0.549684,-0.709963,1092754.0
1092754923347275.0,4.950966,1.001237,-0.349475,0.438556,0.029696,-0.552089,-0.708509,1092754.0
1092754956680918.0,4.972556,1.016491,-0.348518,0.438833,0.028708,-0.551921,-0.708509,1092754.0
1092754990009668.0,4.993134,1.031228,-0.345318,0.439694,0.029884,-0.551363,-0.708361,1092754.0
1092755023338418.0,5.013268,1.046239,-0.342389,0.439282,0.029394,-0.551833,-0.708271,1092755.0
1092755056526270.0,5.032928,1.061517,-0.341896,0.439227,0.027388,-0.55142,-0.708707,1092755.0
1092755089855020.0,5.051527,1.077384,-0.339656,0.440348,0.027347,-0.552772,-0.706958,1092755.0
1092755123183770.0,5.069789,1.093729,-0.337891,0.440785,0.026629,-0.555279,-0.704745,1092755.0
1092755156486345.0,5.091034,1.11231,-0.338767,0.440516,0.023913,-0.555137,-0.705122,1092755.0
1092755189815095.0,5.108597,1.128779,-0.337638,0.441723,0.022335,-0.552953,-0.706134,1092755.0
1092755223143845.0,5.125955,1.145675,-0.336862,0.44415,0.023139,-0.551338,-0.705848,1092755.0
1092755256471757.0,5.1421,1.162379,-0.338236,0.445721,0.023986,-0.551034,-0.705066,1092755.0
1092755289800507.0,5.15986,1.180591,-0.338787,0.446561,0.024074,-0.550214,-0.705173,1092755.0
1092755323129257.0,5.177584,1.199166,-0.33947,0.448066,0.026362,-0.549223,-0.704909,1092755.0
1092755356492535.0,5.197696,1.21946,-0.340742,0.449219,0.030527,-0.547656,-0.705226,1092755.0
1092755389821285.0,5.216369,1.239098,-0.341616,0.44792,0.034125,-0.547662,-0.705882,1092755.0
1092755423150035.0,5.235161,1.25926,-0.342128,0.446119,0.036597,-0.548221,-0.706465,1092755.0
1092755456372728.0,5.255311,1.280355,-0.34282,0.446799,0.040693,-0.54723,-0.706579,1092755.0
1092755489701478.0,5.274355,1.299994,-0.341376,0.447059,0.047679,-0.547798,-0.705537,1092755.0
1092755523030228.0,5.2945,1.319415,-0.339552,0.441922,0.051911,-0.551401,-0.705668,1092755.0
1092755556427253.0,5.31755,1.339316,-0.338631,0.435718,0.053783,-0.551525,-0.709279,1092755.0
1092755589756003.0,5.337057,1.356658,-0.335436,0.432334,0.060103,-0.551096,-0.711174,1092755.0
1092755623084753.0,5.3561,1.373307,-0.332058,0.429797,0.069545,-0.553046,-0.710337,1092755.0
1092755656304853.0,5.373404,1.38911,-0.330403,0.426669,0.07581,-0.554518,-0.710434,1092755.0
1092755689633603.0,5.392354,1.405064,-0.328584,0.422571,0.0782,-0.554755,-0.712437,1092755.0
1092755722962353.0,5.411351,1.420963,-0.327788,0.417384,0.07886,-0.557292,-0.71344,1092755.0
1092755756325293.0,5.430036,1.437414,-0.329737,0.413156,0.077933,-0.560913,-0.713165,1092755.0
1092755789654043.0,5.448469,1.453406,-0.330506,0.411585,0.0763,-0.563519,-0.712196,1092755.0
1092755822982793.0,5.467043,1.469174,-0.331732,0.411027,0.075457,-0.565252,-0.711233,1092755.0
1092755856421904.0,5.490332,1.488495,-0.333716,0.409588,0.073713,-0.566053,-0.711609,1092755.0
1092755889750654.0,5.510555,1.504359,-0.336572,0.408468,0.071066,-0.567032,-0.711743,1092755.0
1092755923079404.0,5.53176,1.520101,-0.33987,0.407639,0.068648,-0.568461,-0.711315,1092755.0
1092755956278594.0,5.558149,1.539421,-0.343982,0.406727,0.066495,-0.568855,-0.711727,1092755.0
1092755989607344.0,5.581511,1.554556,-0.347203,0.40665,0.06504,-0.569126,-0.711689,1092755.0
1092756022936094.0,5.605693,1.569278,-0.34978,0.407452,0.06461,-0.570655,-0.710043,1092756.0
1092756056268243.0,5.630593,1.58363,-0.352419,0.409701,0.065772,-0.570337,-0.708898,1092756.0
1092756089596993.0,5.655724,1.596817,-0.353287,0.412502,0.068194,-0.569437,-0.707766,1092756.0
1092756122925743.0,5.681277,1.610203,-0.353179,0.41472,0.071576,-0.571298,-0.70463,1092756.0
1092756156164880.0,5.707052,1.623747,-0.352874,0.413457,0.073148,-0.577431,-0.700197,1092756.0
1092756189493630.0,5.732954,1.636746,-0.351245,0.411595,0.070745,-0.577049,-0.701854,1092756.0
1092756222822380.0,5.758374,1.64935,-0.348727,0.409462,0.070933,-0.577556,-0.702665,1092756.0
1092756256064603.0,5.784401,1.663103,-0.34671,0.406342,0.071578,-0.579262,-0.703007,1092756.0
1092756289393353.0,5.808393,1.675974,-0.34431,0.404781,0.070509,-0.578726,-0.704455,1092756.0
1092756322722103.0,5.831514,1.689068,-0.342149,0.404183,0.071544,-0.580182,-0.703496,1092756.0
1092756356097743.0,5.853145,1.701172,-0.341047,0.402612,0.072364,-0.58249,-0.702405,1092756.0
1092756389426493.0,5.874738,1.714143,-0.340282,0.402755,0.071217,-0.580269,-0.704276,1092756.0
1092756422755243.0,5.895651,1.727416,-0.340421,0.405391,0.071595,-0.577841,-0.704722,1092756.0
1092756456092763.0,5.918781,1.743507,-0.342398,0.406457,0.072277,-0.579615,-0.702577,1092756.0
1092756489421513.0,5.940888,1.758542,-0.345211,0.404665,0.069838,-0.582845,-0.701186,1092756.0
1092756522750263.0,5.963358,1.773853,-0.348412,0.402256,0.067257,-0.585111,-0.700936,1092756.0
1092756556098206.0,5.987757,1.790111,-0.351931,0.400773,0.06693,-0.586345,-0.700786,1092756.0
1092756589426956.0,6.010851,1.805542,-0.354405,0.400463,0.069625,-0.586466,-0.700599,1092756.0
1092756622755706.0,6.034566,1.82114,-0.35643,0.39987,0.073858,-0.585791,-0.701069,1092756.0
1092756656078149.0,6.058838,1.837225,-0.359015,0.398166,0.077273,-0.585924,-0.701559,1092756.0
1092756689406899.0,6.083498,1.853809,-0.360088,0.396838,0.079812,-0.586374,-0.701652,1092756.0
1092756722735649.0,6.108143,1.870685,-0.359632,0.396947,0.083887,-0.587778,-0.699937,1092756.0
1092756756070251.0,6.132974,1.886973,-0.357922,0.3965,0.089031,-0.58943,-0.698164,1092756.0
1092756789399001.0,6.157569,1.903016,-0.354862,0.396014,0.092716,-0.587606,-0.699497,1092756.0
1092756822727751.0,6.181555,1.918316,-0.351384,0.396971,0.097943,-0.584898,-0.700511,1092756.0
1092756856009568.0,6.207179,1.93351,-0.348252,0.397731,0.104745,-0.58477,-0.699202,1092756.0
1092756889338318.0,6.23113,1.94762,-0.345333,0.395338,0.108815,-0.585586,-0.699254,1092756.0
1092756922667068.0,6.254987,1.960838,-0.343073,0.391382,0.109318,-0.584517,-0.702289,1092756.0
1092756956059201.0,6.277352,1.973247,-0.341315,0.388551,0.109198,-0.582985,-0.705147,1092756.0
1092756989387951.0,6.300576,1.985803,-0.340885,0.386995,0.109114,-0.581701,-0.707074,1092756.0
1092757022716701.0,6.323962,1.998669,-0.341488,0.386418,0.108959,-0.581624,-0.707476,1092757.0
1092757056074894.0,6.345479,2.010685,-0.342243,0.385774,0.107405,-0.579286,-0.709979,1092757.0
1092757089403644.0,6.370422,2.024453,-0.344674,0.384986,0.104628,-0.577531,-0.712248,1092757.0
1092757122732394.0,6.39633,2.038452,-0.347347,0.384944,0.103896,-0.578252,-0.711792,1092757.0
1092757155964921.0,6.423285,2.052198,-0.350529,0.384289,0.102042,-0.578313,-0.712364,1092757.0
1092757189293671.0,6.451481,2.066015,-0.353679,0.382804,0.096898,-0.576918,-0.715008,1092757.0
1092757222622421.0,6.479916,2.079796,-0.356068,0.383999,0.090593,-0.575292,-0.716503,1092757.0
1092757255865067.0,6.507853,2.093364,-0.356287,0.391188,0.088352,-0.573476,-0.714347,1092757.0
1092757289193817.0,6.535657,2.10585,-0.355744,0.398936,0.089189,-0.572258,-0.710927,1092757.0
1092757322522567.0,6.563751,2.118253,-0.354815,0.406126,0.085852,-0.569607,-0.709394,1092757.0
1092757355945246.0,6.590198,2.129499,-0.353908,0.414035,0.079322,-0.566826,-0.707808,1092757.0
1092757389273996.0,6.618763,2.142838,-0.352571,0.420556,0.072537,-0.56632,-0.70509,1092757.0
1092757422602746.0,6.647391,2.156598,-0.351662,0.425467,0.065541,-0.565767,-0.703271,1092757.0
1092757456003937.0,6.674597,2.170203,-0.351765,0.429468,0.057501,-0.565723,-0.701576,1092757.0
1092757489332687.0,6.703075,2.185624,-0.352381,0.429784,0.048759,-0.567813,-0.700355,1092757.0
1092757522661437.0,6.731297,2.201244,-0.353302,0.427341,0.039894,-0.568717,-0.701676,1092757.0
1092757555969880.0,6.757271,2.216634,-0.353518,0.427028,0.031823,-0.568112,-0.702768,1092757.0
1092757589298630.0,6.783429,2.232801,-0.354625,0.428941,0.025799,-0.566211,-0.703384,1092757.0
1092757622627380.0,6.80924,2.249779,-0.356624,0.431352,0.020177,-0.563689,-0.704119,1092757.0
1092757655820489.0,6.833638,2.267847,-0.357975,0.435154,0.015107,-0.56155,-0.703615,1092757.0
1092757689149239.0,6.859149,2.287284,-0.36159,0.439359,0.011899,-0.561357,-0.701213,1092757.0
1092757722477989.0,6.885074,2.307978,-0.365939,0.441752,0.008453,-0.561828,-0.699381,1092757.0
1092757755833679.0,6.912468,2.330489,-0.367832,0.442212,0.004378,-0.562488,-0.698596,1092757.0
1092757789162429.0,6.939652,2.353328,-0.372803,0.440078,-0.000917,-0.562803,-0.699702,1092757.0
1092757822491179.0,6.967143,2.376798,-0.377206,0.437098,-0.004984,-0.563675,-0.70085,1092757.0
1092757855927510.0,6.997352,2.401864,-0.378091,0.436858,-0.006888,-0.563473,-0.701146,1092757.0
1092757889256260.0,7.02479,2.425235,-0.378546,0.439435,-0.007405,-0.561006,-0.701509,1092757.0
1092757922585010.0,7.052692,2.448696,-0.37716,0.441524,-0.0056,-0.560312,-0.700767,1092757.0
1092757955855321.0,7.08073,2.472494,-0.373401,0.441617,-0.003597,-0.560699,-0.700413,1092757.0
1092757989184071.0,7.108802,2.49498,-0.370593,0.44132,-0.001532,-0.557925,-0.702819,1092757.0
1092758022512821.0,7.136762,2.51677,-0.368191,0.440725,0.0018,-0.554616,-0.705804,1092758.0
1092758055774594.0,7.16296,2.53828,-0.36671,0.438566,0.002826,-0.553993,-0.707632,1092758.0
1092758089103344.0,7.191004,2.5602,-0.366999,0.435299,0.000815,-0.556423,-0.707748,1092758.0
1092758122432094.0,7.219051,2.581453,-0.368187,0.431702,-0.001623,-0.559479,-0.707541,1092758.0
1092758155618435.0,7.244341,2.601024,-0.369207,0.429165,-0.002576,-0.563206,-0.706123,1092758.0
1092758188947185.0,7.271843,2.620555,-0.371091,0.429136,-0.001845,-0.565229,-0.704525,1092758.0
1092758222275935.0,7.299839,2.639686,-0.373713,0.428514,-0.001124,-0.565354,-0.704804,1092758.0
1092758255613200.0,7.329784,2.659764,-0.376984,0.427126,-0.000273,-0.566592,-0.704654,1092758.0
1092758288941950.0,7.359168,2.679691,-0.38049,0.426805,0.000564,-0.569616,-0.702406,1092758.0
